Number,tweet_text,Tweets,Date,Sentiment,Score,Effective Sentiment Score,Score Cumulative
9514,The government takes issues of Privacy seriously Solicitor General Tushar Mehta to supremecourt Pegasus,"['government', 'takes', 'issues', 'privacy', 'seriously', 'solicitor', 'general', 'tushar', 'mehta', 'supremecourt', 'pegasus']",01-09-2021,neutral,0.528625607,0.028625607,478.1683533
8575,The government which can spy the private informations opposition leaders siting security reasonsespecially during the time of electionscan also manipulate the results of election Its dangerous for Democracy Pegasus    ,"['government', 'spy', 'private', 'informations', 'opposition', 'leaders', 'siting', 'security', 'reasonsespecially', 'time', 'electionscan', 'also', 'manipulate', 'results', 'election', 'dangerous', 'democracy', 'pegasus']",01-09-2021,positive,0.744694889,0.244694889,478.4130482
9347,The govt of India doesnt want to file affidavit in the Pegasus case before Supreme Court of India Forget citizens even SC has no right to know on the case it seems ,"['govt', 'india', 'doesnt', 'want', 'file', 'affidavit', 'pegasus', 'case', 'supreme', 'court', 'india', 'forget', 'citizens', 'even', 'sc', 'right', 'know', 'case', 'seems']",01-09-2021,negative,0.128235728,-0.371764272,478.0412839
8233,The govts reluctance to file a simple affidavit in the SupremeCourt about the deployment of Pegasus spyware will inevitably add to widespread suspicion that the fundamental right to privacy of ordinary citizens was violated by government surveillance ,"['govts', 'reluctance', 'file', 'simple', 'affidavit', 'supremecourt', 'deployment', 'pegasus', 'spyware', 'inevitably', 'add', 'widespread', 'suspicion', 'fundamental', 'right', 'privacy', 'ordinary', 'citizens', 'violated', 'government', 'surveillance']",01-09-2021,positive,0.638961613,0.138961613,478.1802455
8713,The Indian Express No beating around the bush did modigovt use Pegasus illegally  Supreme Court of Indiavia ,"['indian', 'express', 'beating', 'around', 'bush', 'modigovt', 'use', 'pegasus', 'illegally', 'supreme', 'court', 'indiavia']",01-09-2021,positive,0.801636398,0.301636398,478.4818819
9249,The insistence that it must come in the public domain has ill effects Solicitor GeneralPegasus PegasusSnoopgate ,"['insistence', 'must', 'come', 'public', 'domain', 'ill', 'effects', 'solicitor', 'generalpegasus', 'pegasussnoopgate']",01-09-2021,neutral,0.458844572,-0.041155428,478.4407265
8641,The latest Mohalla Live  Thanks to   sharma umarkhalid pegasus,"['latest', 'mohalla', 'live', 'thanks', 'sharma', 'umarkhalid', 'pegasus']",01-09-2021,positive,0.843806267,0.343806267,478.7845328
9310,The marginal difference is why courts should examine pegasus case ,"['marginal', 'difference', 'courts', 'examine', 'pegasus', 'case']",01-09-2021,positive,0.650265157,0.150265157,478.9347979
9101,The Modi government has either committed treason or has breached the privacy of its citizens It can no longer hide behind National SecurityPegasus  ,"['modi', 'government', 'either', 'committed', 'treason', 'breached', 'privacy', 'citizens', 'longer', 'hide', 'behind', 'national', 'securitypegasus']",01-09-2021,negative,0.101615176,-0.398384824,478.5364131
9264,The Modi government has either committed treason or has breached the privacy of its citizens It can no longer hide behind National SecurityPegasus  ,"['modi', 'government', 'either', 'committed', 'treason', 'breached', 'privacy', 'citizens', 'longer', 'hide', 'behind', 'national', 'securitypegasus']",01-09-2021,negative,0.101615176,-0.398384824,478.1380283
9141,The Modi government has either committed treason or has breached the privacy of its citizens It can no longer hide behind National SecurityPegasus PegasusSnoopgate ,"['modi', 'government', 'either', 'committed', 'treason', 'breached', 'privacy', 'citizens', 'longer', 'hide', 'behind', 'national', 'securitypegasus', 'pegasussnoopgate']",01-09-2021,negative,0.101615176,-0.398384824,477.7396434
8369,the New iPhone will come with preinstalled Pegasus spyware  For peace of mind AppleEvent ,"['new', 'iphone', 'come', 'preinstalled', 'pegasus', 'spyware', 'peace', 'mind', 'appleevent']",01-09-2021,positive,0.771704555,0.271704555,478.011348
8767,The new life where your connectivity to Identify Cards  and its linkage to data and surveillance violates privacy amp individual safetyPegasus,"['new', 'life', 'connectivity', 'identify', 'cards', 'linkage', 'data', 'surveillance', 'violates', 'privacy', 'amp', 'individual', 'safetypegasus']",01-09-2021,positive,0.771447957,0.271447957,478.282796
8274,the NSO Group after it was learned that Pegasus a spyware sold by the firm to authoritarian governments was used to spy and gather information on more than 50000 journalists and activistsimg aap lt  lt ,"['nso', 'group', 'learned', 'pegasus', 'spyware', 'sold', 'firm', 'authoritarian', 'governments', 'used', 'spy', 'gather', 'information', '50000', 'journalists', 'activistsimg', 'aap', 'lt', 'lt']",01-09-2021,positive,0.730624735,0.230624735,478.5134207
8091,The NSO Groups Pegasus software used by authoritarian regimes across the world must be not allowed to continue business as usual following damning revelations about the firm and its topselling software earlier this year 29,"['nso', 'groups', 'pegasus', 'software', 'used', 'authoritarian', 'regimes', 'across', 'world', 'must', 'allowed', 'continue', 'business', 'usual', 'following', 'damning', 'revelations', 'firm', 'topselling', 'software', 'earlier', 'year', '29']",01-09-2021,negative,0.267863452,-0.232136548,478.2812841
8131,The Only Real  Event Is How Pegasus Blasted Right Though It iOS iOS14 UPDATE CyberSec InfoSec ,"['real', 'event', 'pegasus', 'blasted', 'right', 'though', 'ios', 'ios14', 'update', 'cybersec', 'infosec']",01-09-2021,negative,0.449239373,-0.050760627,478.2305235
8221,The paper seekers are not showing their own papersPegasus,"['paper', 'seekers', 'showing', 'paperspegasus']",01-09-2021,negative,0.267606407,-0.232393593,477.9981299
9016,The Pegasus investigation has revealed the extent of Israeli cyberweapons penetration against journalists humanrights defenders opposition leaders amp heads of state around the world ,"['pegasus', 'investigation', 'revealed', 'extent', 'israeli', 'cyberweapons', 'penetration', 'journalists', 'humanrights', 'defenders', 'opposition', 'leaders', 'amp', 'heads', 'state', 'around', 'world']",01-09-2021,positive,0.658640265,0.158640265,478.1567702
7946,The Pegasus Saga All iPhone Devices Were Exploited by Israeli Spy Tech Firm Report IndicatesNSO DigitalSurveillance CitizenLab Apple ,"['pegasus', 'saga', 'iphone', 'devices', 'exploited', 'israeli', 'spy', 'tech', 'firm', 'report', 'indicatesnso', 'digitalsurveillance', 'citizenlab', 'apple']",01-09-2021,negative,0.392972857,-0.107027143,478.049743
8791,The Pegasus Saga All iPhone Devises Were Exploited by Israeli Spy Tech Firm Report Indicates  via ,"['pegasus', 'saga', 'iphone', 'devises', 'exploited', 'israeli', 'spy', 'tech', 'firm', 'report', 'indicates', 'via']",01-09-2021,neutral,0.543189704,0.043189704,478.0929327
8066,The Pegasus Saga All iPhone Devises Were Exploited by Israeli Spy Tech Firm Report Indicates  via  ,"['pegasus', 'saga', 'iphone', 'devises', 'exploited', 'israeli', 'spy', 'tech', 'firm', 'report', 'indicates', 'via']",01-09-2021,neutral,0.543189704,0.043189704,478.1361224
8790,The Pegasus Saga All iPhone Devises Were Exploited by Israeli Spy Tech Firm Report Indicates  via  ,"['pegasus', 'saga', 'iphone', 'devises', 'exploited', 'israeli', 'spy', 'tech', 'firm', 'report', 'indicates', 'via']",01-09-2021,neutral,0.543189704,0.043189704,478.1793122
8792,The Pegasus Saga All iPhone Devises Were Exploited by Israeli Spy Tech Firm Report Indicates  via  ,"['pegasus', 'saga', 'iphone', 'devises', 'exploited', 'israeli', 'spy', 'tech', 'firm', 'report', 'indicates', 'via']",01-09-2021,neutral,0.543189704,0.043189704,478.2225019
8096,The Pegasus scandal is the umpteenth time Europeans find themselves being spied upon Just on the top of my head we have had Echelon Prism NSA Each example a scandal in its own right We sorely need fullfledged EU Intelligence under parliamentary oversight ,"['pegasus', 'scandal', 'umpteenth', 'time', 'europeans', 'find', 'spied', 'upon', 'top', 'head', 'echelon', 'prism', 'nsa', 'example', 'scandal', 'right', 'sorely', 'need', 'fullfledged', 'eu', 'intelligence', 'parliamentary', 'oversight']",01-09-2021,negative,0.17977041,-0.32022959,477.9022723
8095,The Pegasus scandal shows once again that calls to weaken encryption are misguided Weaker encryption makes us collectively LESS safe not safer ,"['pegasus', 'scandal', 'shows', 'calls', 'weaken', 'encryption', 'misguided', 'weaker', 'encryption', 'makes', 'us', 'collectively', 'less', 'safe', 'safer']",01-09-2021,negative,0.375396252,-0.124603748,477.7776685
9020,The Pegasus snooping controversy has taken an interesting turn with the government saying that it wont file a detailed affidavit for an independent probe resulting in SC reserving an interim orderPegasusspyware ,"['pegasus', 'snooping', 'controversy', 'taken', 'interesting', 'turn', 'government', 'saying', 'wont', 'file', 'detailed', 'affidavit', 'independent', 'probe', 'resulting', 'sc', 'reserving', 'interim', 'orderpegasusspyware']",01-09-2021,positive,0.62981534,0.12981534,477.9074839
8352,The Pegasus spyware scandal reflects a continuation of the unregulated proliferation of mass warrantless technosurveillance first revealed by WikiLeaks as far back as 2011 NSOGroup,"['pegasus', 'spyware', 'scandal', 'reflects', 'continuation', 'unregulated', 'proliferation', 'mass', 'warrantless', 'technosurveillance', 'first', 'revealed', 'wikileaks', 'far', 'back', '2011', 'nsogroup']",01-09-2021,positive,0.795567453,0.295567453,478.2030513
8738,The Pegasus spyware scandal reflects a continuation of the unregulated proliferation of mass warrantless technosurveillance first revealed by WikiLeaks as far back as 2011 NSOGROUP,"['pegasus', 'spyware', 'scandal', 'reflects', 'continuation', 'unregulated', 'proliferation', 'mass', 'warrantless', 'technosurveillance', 'first', 'revealed', 'wikileaks', 'far', 'back', '2011', 'nsogroup']",01-09-2021,positive,0.795567453,0.295567453,478.4986188
8762,The Pegasus spyware scandal reflects a continuation of the unregulated proliferation of mass warrantless technosurveillance first revealed by WikiLeaks as far back as 2011 NSOGroup,"['pegasus', 'spyware', 'scandal', 'reflects', 'continuation', 'unregulated', 'proliferation', 'mass', 'warrantless', 'technosurveillance', 'first', 'revealed', 'wikileaks', 'far', 'back', '2011', 'nsogroup']",01-09-2021,positive,0.795567453,0.295567453,478.7941862
8290,The Pegasus spyware scandal reflects a continuation of the unregulated proliferation of mass warrantless technosurveillance first revealed by WikiLeaks as far back as 2011 NSOGroup ,"['pegasus', 'spyware', 'scandal', 'reflects', 'continuation', 'unregulated', 'proliferation', 'mass', 'warrantless', 'technosurveillance', 'first', 'revealed', 'wikileaks', 'far', 'back', '2011', 'nsogroup']",01-09-2021,positive,0.795567453,0.295567453,479.0897537
7881,The Pegasus spyware used to hack deceased journalist Jamal Kashoggi has been confirmed to exist in Apple devices ,"['pegasus', 'spyware', 'used', 'hack', 'deceased', 'journalist', 'jamal', 'kashoggi', 'confirmed', 'exist', 'apple', 'devices']",01-09-2021,negative,0.264653027,-0.235346973,478.8544067
8200,The Pegasus spyware used to hack deceased journalist Jamal Kashoggi has been confirmed to exist in Apple devices ,"['pegasus', 'spyware', 'used', 'hack', 'deceased', 'journalist', 'jamal', 'kashoggi', 'confirmed', 'exist', 'apple', 'devices']",01-09-2021,negative,0.264653027,-0.235346973,478.6190597
8711,The Pegasus thread still continuesAnd dear iphone users are now in the listTime to roast the bird,"['pegasus', 'thread', 'still', 'continuesand', 'dear', 'iphone', 'users', 'listtime', 'roast', 'bird']",01-09-2021,negative,0.381162733,-0.118837267,478.5002225
9639,The Pegasus trial hasnt yet started and now we have thiswtf,"['pegasus', 'trial', 'hasnt', 'yet', 'started', 'thiswtf']",01-09-2021,neutral,0.495121926,-0.004878074,478.4953444
8770,The Pegasus will be last straw on the camels back ,"['pegasus', 'last', 'straw', 'camels', 'back']",01-09-2021,positive,0.658141613,0.158141613,478.653486
8138,The Pentagon is busy not acknowledging the fact that UFOs exist but the govt is busy hiding why it is hacking peoples phones and whose phones they have hacked Its the difference between developed and underdeveloped countries  Pegasus,"['pentagon', 'busy', 'acknowledging', 'fact', 'ufos', 'exist', 'govt', 'busy', 'hiding', 'hacking', 'peoples', 'phones', 'whose', 'phones', 'hacked', 'difference', 'developed', 'underdeveloped', 'countries', 'pegasus']",01-09-2021,negative,0.031372048,-0.468627952,478.184858
8102,The phone numbers of Tibetan officials and advisors close to the Dalai Lama appeared on a leaked database of numbers that may have been targets of surveillance using the Pegasus spyware  writes ,"['phone', 'numbers', 'tibetan', 'officials', 'advisors', 'close', 'dalai', 'lama', 'appeared', 'leaked', 'database', 'numbers', 'may', 'targets', 'surveillance', 'using', 'pegasus', 'spyware', 'writes']",01-09-2021,neutral,0.481073231,-0.018926769,478.1659313
8516,The rationality of d questions raised in d minds of d public is getting stronger due to Central Govt taking a Uturn in the Supreme Court in the Pegasus case and refusing to place the detail before the Apex courtCant it be given in a sealed cover with secrecy ,"['rationality', 'questions', 'raised', 'minds', 'public', 'getting', 'stronger', 'due', 'central', 'govt', 'taking', 'uturn', 'supreme', 'court', 'pegasus', 'case', 'refusing', 'place', 'detail', 'apex', 'courtcant', 'given', 'sealed', 'cover', 'secrecy']",01-09-2021,positive,0.670890093,0.170890093,478.3368214
9131,The refusal to state the truth about Pegasus to the SC is proof in itself that this failed incompetent n corrupt bjp govt did use it against a few for desired results,"['refusal', 'state', 'truth', 'pegasus', 'sc', 'proof', 'failed', 'incompetent', 'n', 'corrupt', 'bjp', 'govt', 'use', 'desired', 'results']",01-09-2021,neutral,0.592793703,0.092793703,478.4296151
9133,The same tongue flexibility to utter anything which we hear in BJPs political rallies are heard even in Supreme court Always hiding behind pseudonationalism This must be desistedPegasus        ,"['tongue', 'flexibility', 'utter', 'anything', 'hear', 'bjps', 'political', 'rallies', 'heard', 'even', 'supreme', 'court', 'always', 'hiding', 'behind', 'pseudonationalism', 'must', 'desistedpegasus']",01-09-2021,negative,0.352941722,-0.147058278,478.2825568
8694,The SC seems to be giving a rather long rope to the GoI  And  the GoI is doing a good job of hanging itself on it PegasusSnoopgate InvestigatePegasus Pegasus row In Pegasus Case Why Government Wont File Affidavit In Supreme Court ,"['sc', 'seems', 'giving', 'rather', 'long', 'rope', 'goi', 'goi', 'good', 'job', 'hanging', 'pegasussnoopgate', 'investigatepegasus', 'pegasus', 'row', 'pegasus', 'case', 'government', 'wont', 'file', 'affidavit', 'supreme', 'court']",01-09-2021,neutral,0.540975749,0.040975749,478.3235325
7888,The September issue of the Digital Watch monthly newsletter is out Grab a copyHighlights Taliban on SocialMedia Apple amp CSAM Pegasus  surveillance BigTech Chinas new privacy law vs GDPR A win for California GigWorkers,"['september', 'issue', 'digital', 'watch', 'monthly', 'newsletter', 'grab', 'copyhighlights', 'taliban', 'socialmedia', 'apple', 'amp', 'csam', 'pegasus', 'surveillance', 'bigtech', 'chinas', 'new', 'privacy', 'law', 'vs', 'gdpr', 'win', 'california', 'gigworkers']",01-09-2021,positive,0.668562114,0.168562114,478.4920947
7894,The September issue of the Digital Watch monthly newsletter is out Grab a copyHighlights Taliban on SocialMedia Apple amp CSAM Pegasus  surveillance BigTech Chinas new privacy law vs GDPR A win for California GigWorkers,"['september', 'issue', 'digital', 'watch', 'monthly', 'newsletter', 'grab', 'copyhighlights', 'taliban', 'socialmedia', 'apple', 'amp', 'csam', 'pegasus', 'surveillance', 'bigtech', 'chinas', 'new', 'privacy', 'law', 'vs', 'gdpr', 'win', 'california', 'gigworkers']",01-09-2021,positive,0.668562114,0.168562114,478.6606568
7960,The September issue of the Digital Watch monthly newsletter is out Grab a copyHighlights Taliban on SocialMedia Apple amp CSAM Pegasus  surveillance BigTech Chinas new privacy law vs GDPR A win for California GigWorkers,"['september', 'issue', 'digital', 'watch', 'monthly', 'newsletter', 'grab', 'copyhighlights', 'taliban', 'socialmedia', 'apple', 'amp', 'csam', 'pegasus', 'surveillance', 'bigtech', 'chinas', 'new', 'privacy', 'law', 'vs', 'gdpr', 'win', 'california', 'gigworkers']",01-09-2021,positive,0.668562114,0.168562114,478.8292189
7964,The September issue of the Digital Watch monthly newsletter is out Grab a copyHighlights Taliban on SocialMedia Apple amp CSAM Pegasus  surveillance BigTech Chinas new privacy law vs GDPR A win for California GigWorkers,"['september', 'issue', 'digital', 'watch', 'monthly', 'newsletter', 'grab', 'copyhighlights', 'taliban', 'socialmedia', 'apple', 'amp', 'csam', 'pegasus', 'surveillance', 'bigtech', 'chinas', 'new', 'privacy', 'law', 'vs', 'gdpr', 'win', 'california', 'gigworkers']",01-09-2021,positive,0.668562114,0.168562114,478.997781
9720,The shame of india nojobs nocompanies Ford harleydavidson all leaving So if capable youth are trying startups  it isnt a trophy for modi He thinks pakora too is greattoyconomyfailedPMfailedINDIAModis india  graveyard of companies rammandirscamPegasus ,"['shame', 'india', 'nojobs', 'nocompanies', 'ford', 'harleydavidson', 'leaving', 'capable', 'youth', 'trying', 'startups', 'isnt', 'trophy', 'modi', 'thinks', 'pakora', 'greattoyconomyfailedpmfailedindiamodis', 'india', 'graveyard', 'companies', 'rammandirscampegasus']",01-09-2021,negative,0.247444317,-0.252555683,478.7452253
8612,The software updates fix a critical vulnerability in Apple products after security researchers uncovered a flaw that allows the highly invasive Pegasus spyware to infect anyones iPhoneiPad Apple Watch or Mac computer without so much as a click  ,"['software', 'updates', 'fix', 'critical', 'vulnerability', 'apple', 'products', 'security', 'researchers', 'uncovered', 'flaw', 'allows', 'highly', 'invasive', 'pegasus', 'spyware', 'infect', 'anyones', 'iphoneipad', 'apple', 'watch', 'mac', 'computer', 'without', 'much', 'click']",01-09-2021,neutral,0.53508395,0.03508395,478.7803093
8833,The spyware called Pegasus  used a novel method to invisibly infect an Apple device without the victims knowledge for as long as six months Known as a zero click remote exploit it is considered the Holy Grail of surveillance via   ,"['spyware', 'called', 'pegasus', 'used', 'novel', 'method', 'invisibly', 'infect', 'apple', 'device', 'without', 'victims', 'knowledge', 'long', 'six', 'months', 'known', 'zero', 'click', 'remote', 'exploit', 'considered', 'holy', 'grail', 'surveillance', 'via']",01-09-2021,positive,0.814859509,0.314859509,479.0951688
8009,The statement states that technologies like pegasus detect and exploit vulnerabilities of digital communications without leaving any trace will keep being used as weapons to silence dissent and punish independent reporting,"['statement', 'states', 'technologies', 'like', 'pegasus', 'detect', 'exploit', 'vulnerabilities', 'digital', 'communications', 'without', 'leaving', 'trace', 'keep', 'used', 'weapons', 'silence', 'dissent', 'punish', 'independent', 'reporting']",01-09-2021,neutral,0.525370479,0.025370479,479.1205393
9802,The Supreme Court has ruled that the Centre cannot be forced to file a comprehensive affidavit in response to petitions asking if Pegasus malware was used to snoop on specific persons Click on the link to know moreMarksmenDaily Pegasus Hack Center,"['supreme', 'court', 'ruled', 'centre', 'cannot', 'forced', 'file', 'comprehensive', 'affidavit', 'response', 'petitions', 'asking', 'pegasus', 'malware', 'used', 'snoop', 'specific', 'persons', 'click', 'link', 'know', 'moremarksmendaily', 'pegasus', 'hack', 'center']",01-09-2021,negative,0.258298963,-0.241701037,478.8788382
9585,The Supreme Court is scheduled to hear a batch of pleas seeking an independent probe into the alleged snooping on certain people in India involving Pegasus the Israeli spyware,"['supreme', 'court', 'scheduled', 'hear', 'batch', 'pleas', 'seeking', 'independent', 'probe', 'alleged', 'snooping', 'certain', 'people', 'india', 'involving', 'pegasus', 'israeli', 'spyware']",01-09-2021,neutral,0.542311549,0.042311549,478.9211498
9065,The Supreme Court should immediately issue an order on pegasus  This government has wasted the very valuable time of the court and is hiding the heinous act of spying on the innocent citizens of the country under the guise of National SecurityPegasus SupremeCourt,"['supreme', 'court', 'immediately', 'issue', 'order', 'pegasus', 'government', 'wasted', 'valuable', 'time', 'court', 'hiding', 'heinous', 'act', 'spying', 'innocent', 'citizens', 'country', 'guise', 'national', 'securitypegasus', 'supremecourt']",01-09-2021,neutral,0.462298512,-0.037701488,478.8834483
9013,The Supreme Court to hear on Monday seek an independent investigation into Pegasus Snooping RowPegasus PegasusSnoopgate  SupremeCourt PegasusRow  PegasusCase PermissiontoDance mondaythoughts  Read here  ,"['supreme', 'court', 'hear', 'monday', 'seek', 'independent', 'investigation', 'pegasus', 'snooping', 'rowpegasus', 'pegasussnoopgate', 'supremecourt', 'pegasusrow', 'pegasuscase', 'permissiontodance', 'mondaythoughts', 'read']",01-09-2021,neutral,0.500503063,0.000503063,478.8839513
8463,The SupremeCourt  of India has decided to pass an interim order on a bunch of pleas seeking an independent probe into the allegation that the government used the Pegasus spyware  for illegal snooping Hindu,"['supremecourt', 'india', 'decided', 'pass', 'interim', 'order', 'bunch', 'pleas', 'seeking', 'independent', 'probe', 'allegation', 'government', 'used', 'pegasus', 'spyware', 'illegal', 'snooping', 'hindu']",01-09-2021,neutral,0.57003057,0.07003057,478.9539819
9078,The SupremeCourt has reserved interim orders on a batch of petitions seeking investigation into the alleged illegal use of Pegasus spyware to snoop civilians journalists etc Pegasus PegasusSnoopgate,"['supremecourt', 'reserved', 'interim', 'orders', 'batch', 'petitions', 'seeking', 'investigation', 'alleged', 'illegal', 'use', 'pegasus', 'spyware', 'snoop', 'civilians', 'journalists', 'etc', 'pegasus', 'pegasussnoopgate']",01-09-2021,negative,0.402151585,-0.097848415,478.8561335
9560,The SupremeCourt is scheduled to hear a batch of pleas seeking an independent probe into the alleged snooping on certain people in India involving Pegasus the Israeli spyware,"['supremecourt', 'scheduled', 'hear', 'batch', 'pleas', 'seeking', 'independent', 'probe', 'alleged', 'snooping', 'certain', 'people', 'india', 'involving', 'pegasus', 'israeli', 'spyware']",01-09-2021,neutral,0.551867485,0.051867485,478.908001
9584,The SupremeCourt is scheduled to hear batch of pleas seeking an independent probe into the alleged Pegasus snooping case in India after it had given sufficient time to the Centre on filing their responsePegasusProject,"['supremecourt', 'scheduled', 'hear', 'batch', 'pleas', 'seeking', 'independent', 'probe', 'alleged', 'pegasus', 'snooping', 'case', 'india', 'given', 'sufficient', 'time', 'centre', 'filing', 'responsepegasusproject']",01-09-2021,neutral,0.56498611,0.06498611,478.9729871
9590,The SupremeCourt is scheduled to hear on Monday a batch of pleas seeking an independent probe into the alleged snooping on certain people in India involving Israeli spyware Pegasus PegasusProject ,"['supremecourt', 'scheduled', 'hear', 'monday', 'batch', 'pleas', 'seeking', 'independent', 'probe', 'alleged', 'snooping', 'certain', 'people', 'india', 'involving', 'israeli', 'spyware', 'pegasus', 'pegasusproject']",01-09-2021,neutral,0.484521657,-0.015478343,478.9575087
8916,The SupremeCourt on Monday expressed its displeasure over the Union governments refusal to file a detailed affidavit disclosing use of Pegasus by its agencies or not saying the beating around the bush would not help in the matter ,"['supremecourt', 'monday', 'expressed', 'displeasure', 'union', 'governments', 'refusal', 'file', 'detailed', 'affidavit', 'disclosing', 'use', 'pegasus', 'agencies', 'saying', 'beating', 'around', 'bush', 'would', 'help', 'matter']",01-09-2021,negative,0.056378577,-0.443621423,478.5138873
9206,The SupremeCourt should give consent for the Enquiry Commission of Bengal regarding Pegasus amp tell them to complete it within a stipulated time such that we can rely on our judiciary  ,"['supremecourt', 'give', 'consent', 'enquiry', 'commission', 'bengal', 'regarding', 'pegasus', 'amp', 'tell', 'complete', 'within', 'stipulated', 'time', 'rely', 'judiciary']",01-09-2021,positive,0.920095325,0.420095325,478.9339826
9011,The Taliban are intrigued by Pegasus spying software We can offer 3 donkeys 10 AK47 amp 10 bags of smack Will Modi government throw in annual support for free Also require hosting spacePegasus PegasusSnoopgate PegasusRow ,"['taliban', 'intrigued', 'pegasus', 'spying', 'software', 'offer', '3', 'donkeys', '10', 'ak47', 'amp', '10', 'bags', 'smack', 'modi', 'government', 'throw', 'annual', 'support', 'free', 'also', 'require', 'hosting', 'spacepegasus', 'pegasussnoopgate', 'pegasusrow']",01-09-2021,positive,0.865141273,0.365141273,479.2991239
8023,The union government of India headed by RSS PM Narendra Modi is afraid of filing an Affidavit in the Supreme Court on Pegasus whyIndia wants to know that Narendra Modi and Amit Shah are likely to be involved in PegasusEspionageTrapScandalPegasusSnoopgate ,"['union', 'government', 'india', 'headed', 'rss', 'pm', 'narendra', 'modi', 'afraid', 'filing', 'affidavit', 'supreme', 'court', 'pegasus', 'whyindia', 'wants', 'know', 'narendra', 'modi', 'amit', 'shah', 'likely', 'involved', 'pegasusespionagetrapscandalpegasussnoopgate']",01-09-2021,negative,0.441537768,-0.058462232,479.2406617
8672,The Union Govt returned to its old position of not disclosing whether it used Pegasus for surveillance or not prompting the SupremeCourt to observe that it is beating around the bush ,"['union', 'govt', 'returned', 'old', 'position', 'disclosing', 'whether', 'used', 'pegasus', 'surveillance', 'prompting', 'supremecourt', 'observe', 'beating', 'around', 'bush']",01-09-2021,negative,0.137057453,-0.362942547,478.8777191
8010,The United Nations High Commissioner for Human Rights Michelle Bachelet has released a statement on the implications of the PegasusSpywareHumanRights UnitedNations privacy Pegasus,"['united', 'nations', 'high', 'commissioner', 'human', 'rights', 'michelle', 'bachelet', 'released', 'statement', 'implications', 'pegasusspywarehumanrights', 'unitednations', 'privacy', 'pegasus']",01-09-2021,positive,0.653859317,0.153859317,479.0315785
8293,The work of NSO Pegasus and Project Raven to spy on dissidents and journalists for authoritarian regimes demands that we see spyware as a weapon and a potentially lethal one  and regard its sellers and users as criminal arms dealers who should be sanctioned and prosecuted,"['work', 'nso', 'pegasus', 'project', 'raven', 'spy', 'dissidents', 'journalists', 'authoritarian', 'regimes', 'demands', 'see', 'spyware', 'weapon', 'potentially', 'lethal', 'one', 'regard', 'sellers', 'users', 'criminal', 'arms', 'dealers', 'sanctioned', 'prosecuted']",01-09-2021,positive,0.877842069,0.377842069,479.4094205
8756,The zeroday vulnerability allowed clients of the NSO Group to send malicious files to a targets device which would then use Apples image rendering library to leave the phone open to the installation of Pegasus,"['zeroday', 'vulnerability', 'allowed', 'clients', 'nso', 'group', 'send', 'malicious', 'files', 'targets', 'device', 'would', 'use', 'apples', 'image', 'rendering', 'library', 'leave', 'phone', 'open', 'installation', 'pegasus']",01-09-2021,negative,0.362180948,-0.137819052,479.2716015
9482,There is a procedure the GOI must follow if they want to use the Pegasus softwareThe GOI doesnt want to tell the Court that Kapil Sibal,"['procedure', 'goi', 'must', 'follow', 'want', 'use', 'pegasus', 'softwarethe', 'goi', 'doesnt', 'want', 'tell', 'court', 'kapil', 'sibal']",01-09-2021,negative,0.378005326,-0.121994674,479.1496068
9260,There is no point of doubting the government appointed COMMITTEE because 1 no person will have any relation to govt 2 the report will be submitted to the court Solicitor GeneralPegasus PegasusSnoopgate ,"['point', 'doubting', 'government', 'appointed', 'committee', '1', 'person', 'relation', 'govt', '2', 'report', 'submitted', 'court', 'solicitor', 'generalpegasus', 'pegasussnoopgate']",01-09-2021,negative,0.310242385,-0.189757615,478.9598492
9309,There is no question of doubting credibility of government appointed committee The report will ultimately come before your lordship They wanted in public domain I am saying lets Experts go into it and place before your lordships SG Mehta tells supreme Pegasus,"['question', 'doubting', 'credibility', 'government', 'appointed', 'committee', 'report', 'ultimately', 'come', 'lordship', 'wanted', 'public', 'domain', 'saying', 'lets', 'experts', 'go', 'place', 'lordships', 'sg', 'mehta', 'tells', 'supreme', 'pegasus']",01-09-2021,negative,0.443646252,-0.056353748,478.9034954
9288,There is something called sesled envelope Anyone heard about it Pegasus solicitergeneral,"['something', 'called', 'sesled', 'envelope', 'anyone', 'heard', 'pegasus', 'solicitergeneral']",01-09-2021,positive,0.615987778,0.115987778,479.0194832
9397,There you have it The government is refusing to reveal anything about Pegasus even in front of the Supreme Court which has repeatedly insisted it only wants to go into allegations of breaching citizens privacy and not national security matters ,"['government', 'refusing', 'reveal', 'anything', 'pegasus', 'even', 'front', 'supreme', 'court', 'repeatedly', 'insisted', 'wants', 'go', 'allegations', 'breaching', 'citizens', 'privacy', 'national', 'security', 'matters']",01-09-2021,negative,0.003537694,-0.496462306,478.5230209
9093,Therefore there has been an authorized interception PegasusSnoopgate Pegasus PegasusCase ModiHaiTohMumkinHai ModiHaiToFailureHai ,"['therefore', 'authorized', 'interception', 'pegasussnoopgate', 'pegasus', 'pegasuscase', 'modihaitohmumkinhai', 'modihaitofailurehai']",01-09-2021,negative,0.369880497,-0.130119503,478.3929014
9419,These are all facts of technical nature CJI tells Shyam Divan as he takes court through an experts experiment on pegasus,"['facts', 'technical', 'nature', 'cji', 'tells', 'shyam', 'divan', 'takes', 'court', 'experts', 'experiment', 'pegasus']",01-09-2021,neutral,0.589968503,0.089968503,478.4828699
